Gene,Sample,Protein accession,e.value,Score,NCBI.ID,Alignment length,Percent alignment
adeB,Bacterial genome,BJAB0868_RS14270,0,1135.6,NC_021729,1027,0.992270531400966
ClassC,Bacterial genome,BJAB0868_RS12960,9.8e-162,545.8,NC_021729,368,0.955844155844156
adeB,Bacterial genome,BJAB0868_RS12640,1.6e-300,1007.4,NC_021729,1036,1.00096618357488
tolC,Bacterial genome,BJAB0868_RS09880,8e-177,596.3,NC_021729,433,0.986332574031891
adeB,Bacterial genome,BJAB0868_RS09780,0,2173.2,NC_021729,1034,0.999033816425121
CAT,Bacterial genome,BJAB0868_RS06810,9.3e-43,153.8,NC_021729,197,0.907834101382488
ClassA,Bacterial genome,BJAB0868_RS06370,1.1e-120,410,NC_021729,284,0.965986394557823
tolC,Bacterial genome,BJAB0868_RS01620,1.2e-202,681.4,NC_021729,447,1.01822323462415
strA,Bacterial genome,BJAB0868_RS01425,1.1e-188,632.6,NC_021729,266,0.99625468164794
strB,Bacterial genome,BJAB0868_RS01420,4.5e-196,657.3,NC_021729,277,0.996402877697842
tetD,Bacterial genome,BJAB0868_RS01395,6.9e-154,520.3,NC_021729,382,0.969543147208122
sul2,Bacterial genome,BJAB0868_RS01255,5.5e-183,614.1,NC_021729,270,0.992647058823529
ANT9,Bacterial genome,BJAB0868_RS00860,5.8e-48,171,NC_021729,242,0.930769230769231
adeB,Bacterial genome,BJAB0715_RS15525,0,1959.7,NC_021733,1055,1.01932367149758
CAT,Bacterial genome,BJAB0715_RS15300,1.5e-71,248,NC_021733,203,0.935483870967742
adeB,Bacterial genome,BJAB0715_RS15130,0,1136.2,NC_021733,1027,0.992270531400966
strA,Bacterial genome,BJAB0715_RS14420,9.1e-190,636.1,NC_021733,266,0.99625468164794
strB,Bacterial genome,BJAB0715_RS14415,4.5e-196,657.3,NC_021733,277,0.996402877697842
tetD,Bacterial genome,BJAB0715_RS14390,6.7e-154,520.4,NC_021733,382,0.969543147208122
sul2,Bacterial genome,BJAB0715_RS14380,6.9e-184,617.1,NC_021733,270,0.992647058823529
ClassC,Bacterial genome,BJAB0715_RS13820,9.1e-162,545.9,NC_021733,368,0.955844155844156
adeB,Bacterial genome,BJAB0715_RS13505,2e-300,1007.1,NC_021733,1036,1.00096618357488
tolC,Bacterial genome,BJAB0715_RS10035,5.1e-177,596.9,NC_021733,433,0.986332574031891
CAT,Bacterial genome,BJAB0715_RS07120,2.7e-42,152.3,NC_021733,197,0.907834101382488
tolC,Bacterial genome,BJAB0715_RS01555,2.5e-202,680.3,NC_021733,447,1.01822323462415
adeB,Bacterial genome,BJAB0715_RS01355,0,1767.5,NC_021733,1029,0.994202898550725
ANT9,Bacterial genome,BJAB0715_RS00925,6.1e-48,170.9,NC_021733,242,0.930769230769231
adeB,Bacterial genome,BJAB07104_RS15365,0,1959.1,NC_021726,1055,1.01932367149758
CAT,Bacterial genome,BJAB07104_RS15130,3.3e-74,256.7,NC_021726,207,0.953917050691244
adeB,Bacterial genome,BJAB07104_RS14975,0,1135.6,NC_021726,1027,0.992270531400966
ClassC,Bacterial genome,BJAB07104_RS13650,9.8e-162,545.8,NC_021726,368,0.955844155844156
adeB,Bacterial genome,BJAB07104_RS13330,1.6e-300,1007.4,NC_021726,1036,1.00096618357488
adeB,Bacterial genome,BJAB07104_RS09645,0,2173.2,NC_021726,1034,0.999033816425121
tolC,Bacterial genome,BJAB07104_RS09545,8e-177,596.3,NC_021726,433,0.986332574031891
CAT,Bacterial genome,BJAB07104_RS07155,9.3e-43,153.8,NC_021726,197,0.907834101382488
tolC,Bacterial genome,BJAB07104_RS01645,1.2e-202,681.4,NC_021726,447,1.01822323462415
strA,Bacterial genome,BJAB07104_RS01450,9.1e-190,636.1,NC_021726,266,0.99625468164794
strB,Bacterial genome,BJAB07104_RS01445,4.5e-196,657.3,NC_021726,277,0.996402877697842
tetD,Bacterial genome,BJAB07104_RS01420,6.9e-154,520.3,NC_021726,382,0.969543147208122
sul2,Bacterial genome,BJAB07104_RS01265,6.9e-184,617.1,NC_021726,270,0.992647058823529
ANT9,Bacterial genome,BJAB07104_RS00860,5.8e-48,171,NC_021726,242,0.930769230769231
adeB,Bacterial genome,BJ6T_RS39755,0,1296.3,NC_017249,1027,0.992270531400966
adeB,Bacterial genome,BJ6T_RS28680,0,1054.4,NC_017249,1041,1.00579710144928
tetA,Bacterial genome,BJ6T_RS27690,6e-106,362.4,NC_017249,393,0.967980295566502
ClassB,Bacterial genome,BJ6T_RS16600,1.5e-61,215.9,NC_017249,285,1.07954545454545
ClassA,Bacterial genome,BJ6T_RS04655,7.1e-88,302.3,NC_017249,275,0.935374149659864
ClassA,Bacterial genome,BIND_RS07290,6.2e-80,276.2,NC_010581,273,0.928571428571429
tolC,Bacterial genome,BH81_RS21530,3.1e-90,310.9,NZ_CP007039,425,0.968109339407745
adeB,Bacterial genome,BH81_RS20420,0,1435.8,NZ_CP007039,1037,1.00193236714976
vanC,Bacterial genome,BH81_RS19945,3e-75,261.1,NZ_CP007039,346,0.988571428571429
ClassC,Bacterial genome,BH81_RS16270,4.2e-152,514,NZ_CP007039,373,0.968831168831169
adeB,Bacterial genome,BH81_RS12880,0,1437.1,NZ_CP007039,1026,0.991304347826087
mexE,Bacterial genome,BH81_RS11515,5e-196,659.4,NZ_CP007039,406,0.980676328502415
adeB,Bacterial genome,BH81_RS11510,0,1044.2,NZ_CP007039,1043,1.00772946859903
adeB,Bacterial genome,BH81_RS10765,0,1392.4,NZ_CP007039,1033,0.998067632850242
tolC,Bacterial genome,BH81_RS02595,9.3e-94,322.5,NZ_CP007039,420,0.956719817767654
ANT6,Bacterial genome,BH_RS01810,5.1e-73,253.3,NC_002570,283,0.982638888888889
adeB,Bacterial genome,BGLU_RS28780,0,1175.3,NC_012721,1030,0.995169082125604
ClassA,Bacterial genome,BGLU_RS24615,5.5e-99,338.7,NC_012721,278,0.945578231292517
adeB,Bacterial genome,BGLU_RS22865,0,1570.3,NC_012721,1026,0.991304347826087
mexC,Bacterial genome,BGLU_RS22860,7.9e-197,661.8,NC_012721,384,0.997402597402597
adeB,Bacterial genome,BGLU_RS19645,2e-299,1003.8,NC_012721,1039,1.00386473429952
adeB,Bacterial genome,BGLU_RS15525,0,1441.8,NC_012724,1031,0.996135265700483
ClassC,Bacterial genome,BGLA_RS32940,1.2e-148,502.7,NC_015376,380,0.987012987012987
tetA,Bacterial genome,BGLA_RS27620,4.3e-90,310.2,NC_015376,383,0.943349753694581
ClassA,Bacterial genome,BGLA_RS25540,2.4e-103,353.1,NC_015376,283,0.962585034013605
adeB,Bacterial genome,BGLA_RS21955,4.1e-299,1002.7,NC_015376,1036,1.00096618357488
adeB,Bacterial genome,BGLA_RS21795,0,1434.4,NC_015376,1031,0.996135265700483
adeB,Bacterial genome,BGLA_RS21200,0,1388.9,NC_015376,1028,0.993236714975845
adeB,Bacterial genome,BGLA_RS16395,0,1448.6,NC_015381,1031,0.996135265700483
adeB,Bacterial genome,BF17_RS22220,0,1451.8,NZ_CP007230,1029,0.994202898550725
adeB,Bacterial genome,BF17_RS12615,0,1484.1,NZ_CP007230,1037,1.00193236714976
tolC,Bacterial genome,BF17_RS03700,1.7e-162,549.1,NZ_CP007230,439,1
ClassA,Bacterial genome,BE24_RS00295,1.8e-83,287.8,NZ_CP007208,279,0.948979591836735
tetA,Bacterial genome,BDW_RS02245,9.6e-116,394.7,NZ_CP002190,391,0.963054187192118
tetA,Bacterial genome,BDT_RS03120,1.8e-112,383.9,NC_019567,378,0.931034482758621
tetA,Bacterial genome,BD_RS03000,1.4e-112,384.2,NC_005363,375,0.923645320197044
ClassB,Bacterial genome,BCQ_RS16415,3.1e-81,280.4,NC_011969,255,0.965909090909091
tetQ,Bacterial genome,BCQ_RS14390,1.8e-129,440.7,NC_011969,641,0.975646879756469
ClassA,Bacterial genome,BCQ_RS12180,3.4e-106,362.4,NC_011969,274,0.931972789115646
ANT6,Bacterial genome,BCQ_RS09875,1.1e-80,278.5,NC_011969,279,0.96875
ClassB,Bacterial genome,BCN_RS16550,3.1e-81,280.4,NC_016771,255,0.965909090909091
tetQ,Bacterial genome,BCN_RS14620,1.3e-129,441.1,NC_016771,641,0.975646879756469
ClassA,Bacterial genome,BCN_RS12340,9.1e-107,364.3,NC_016771,274,0.931972789115646
ANT6,Bacterial genome,BCN_RS09745,1.2e-80,278.3,NC_016771,279,0.96875
ANT6,Bacterial genome,BCK_RS25330,1.9e-84,290.8,NC_018491,279,0.96875
tetA,Bacterial genome,BCK_RS23210,1.3e-93,321.8,NC_018491,391,0.963054187192118
tetQ,Bacterial genome,BCK_RS20285,7.1e-128,435.4,NC_018491,623,0.948249619482496
ClassB,Bacterial genome,BCK_RS18720,1.3e-79,275.1,NC_018491,256,0.96969696969697
tetQ,Bacterial genome,BCG9842_RS14870,1.5e-131,447.6,NC_011772,622,0.946727549467275
ClassA,Bacterial genome,BCG9842_RS11885,2e-102,350,NC_011772,269,0.914965986394558
tetA,Bacterial genome,BCG9842_RS11490,3.1e-89,307.4,NC_011772,392,0.96551724137931
CAT,Bacterial genome,BCG9842_RS11235,1.5e-80,277.4,NC_011772,214,0.986175115207373
ANT6,Bacterial genome,BCG9842_RS09265,6.8e-85,292.2,NC_011772,278,0.965277777777778
ClassB,Bacterial genome,BCF_RS16695,2e-80,277.7,NC_016779,255,0.965909090909091
tetQ,Bacterial genome,BCF_RS14570,1.4e-128,437.8,NC_016779,643,0.97869101978691
ClassA,Bacterial genome,BCF_RS12360,9.8e-107,364.2,NC_016779,273,0.928571428571429
CAT,Bacterial genome,BCF_RS11815,9.7e-84,287.8,NC_016779,214,0.986175115207373
ANT6,Bacterial genome,BCF_RS09495,2.6e-85,293.6,NC_016779,279,0.96875
ClassB,Bacterial genome,BCERKBAB4_RS15930,6.4e-81,279.4,NC_010184,256,0.96969696969697
tetQ,Bacterial genome,BCERKBAB4_RS14350,1.8e-126,430.8,NC_010184,621,0.945205479452055
ClassA,Bacterial genome,BCERKBAB4_RS12340,2.6e-96,330,NC_010184,274,0.931972789115646
CAT,Bacterial genome,BCERKBAB4_RS11355,1.1e-79,274.5,NC_010184,210,0.967741935483871
ANT6,Bacterial genome,BCERKBAB4_RS09445,5.8e-83,285.9,NC_010184,278,0.965277777777778
ANT6,Bacterial genome,BCER98_RS09310,2.7e-73,254.2,NC_009674,282,0.979166666666667
ANT3,Bacterial genome,BCEP18194_RS33275,5.5e-113,383.9,NC_007511,260,0.988593155893536
ClassA,Bacterial genome,BCEP18194_RS29005,6.2e-82,282.8,NC_007511,276,0.938775510204082
ClassA,Bacterial genome,BCEP18194_RS26590,2.4e-106,362.9,NC_007511,271,0.921768707482993
adeB,Bacterial genome,BCEP18194_RS24250,4.1e-299,1002.7,NC_007511,1035,1
adeB,Bacterial genome,BCEP18194_RS19880,0,1444.3,NC_007510,1032,0.997101449275362
adeB,Bacterial genome,BCEP18194_RS15040,0,1174.7,NC_007510,1030,0.995169082125604
adeB,Bacterial genome,BCEP18194_RS13970,0,1262.4,NC_007510,1025,0.990338164251208
tetA,Bacterial genome,BCEP18194_RS09345,1.7e-147,499.2,NC_007510,387,0.95320197044335
ClassC,Bacterial genome,BCEP18194_RS04915,1.9e-149,505.3,NC_007509,375,0.974025974025974
mexC,Bacterial genome,BCEP18194_RS01475,9.5e-195,655,NC_007509,378,0.981818181818182
adeB,Bacterial genome,BCEP18194_RS01470,0,1571.9,NC_007509,1027,0.992270531400966
adeB,Bacterial genome,BCEP18194_RS00425,0,1447.9,NC_007509,1032,0.997101449275362
ClassA,Bacterial genome,BCEP1808_RS27140,3.6e-101,345.9,NC_009255,274,0.931972789115646
ClassA,Bacterial genome,BCEP1808_RS25585,1.8e-80,278,NC_009255,276,0.938775510204082
adeB,Bacterial genome,BCEP1808_RS24770,0,1198.5,NC_009255,1027,0.992270531400966
adeB,Bacterial genome,BCEP1808_RS23815,0,1402.4,NC_009255,1056,1.02028985507246
adeB,Bacterial genome,BCEP1808_RS17965,8.9e-299,1001.6,NC_009255,1035,1
adeB,Bacterial genome,BCEP1808_RS13630,0,1457.7,NC_009256,1032,0.997101449275362
adeB,Bacterial genome,BCEP1808_RS07935,0,1257.9,NC_009256,1026,0.991304347826087
adeB,Bacterial genome,BCENMC03_RS33410,0,1448.9,NC_010512,1032,0.997101449275362
ClassC,Bacterial genome,BCENMC03_RS32805,2.4e-151,511.6,NC_010512,375,0.974025974025974
adeB,Bacterial genome,BCENMC03_RS32315,0,1399.8,NC_010512,1050,1.01449275362319
ClassA,Bacterial genome,BCENMC03_RS28550,7.7e-83,285.7,NC_010515,275,0.935374149659864
ClassA,Bacterial genome,BCENMC03_RS26840,6e-108,368.2,NC_010515,270,0.918367346938776
adeB,Bacterial genome,BCENMC03_RS24690,7.1e-300,1005.3,NC_010515,1035,1
adeB,Bacterial genome,BCENMC03_RS18375,0,1576.6,NC_010515,1026,0.991304347826087
mexC,Bacterial genome,BCENMC03_RS18370,1.4e-193,651.1,NC_010515,383,0.994805194805195
ANT3,Bacterial genome,BCENMC03_RS17960,3.6e-110,374.7,NC_010515,260,0.988593155893536
adeB,Bacterial genome,BCENMC03_RS13365,0,1450.9,NC_010508,1032,0.997101449275362
adeB,Bacterial genome,BCENMC03_RS08690,0,1176.1,NC_010508,1030,0.995169082125604
adeB,Bacterial genome,BCENMC03_RS08115,0,1268.8,NC_010508,1025,0.990338164251208
tetA,Bacterial genome,BCENMC03_RS03725,6.3e-150,507.3,NC_010508,390,0.960591133004926
tetQ,Bacterial genome,BCENMC03_RS01695,1.5e-62,219.5,NC_010508,666,1.01369863013699
adeB,Bacterial genome,BCEN2424_RS30610,0,1453,NC_008544,1032,0.997101449275362
ClassC,Bacterial genome,BCEN2424_RS29990,2.5e-150,508.2,NC_008544,375,0.974025974025974
adeB,Bacterial genome,BCEN2424_RS29435,0,1395.3,NC_008544,1053,1.01739130434783
adeB,Bacterial genome,BCEN2424_RS26455,7.1e-300,1005.3,NC_008543,1035,1
ClassA,Bacterial genome,BCEN2424_RS24370,1.2e-108,370.4,NC_008543,270,0.918367346938776
ClassA,Bacterial genome,BCEN2424_RS22755,1.3e-84,291.5,NC_008543,275,0.935374149659864
mexC,Bacterial genome,BCEN2424_RS19315,1.4e-193,651.1,NC_008543,383,0.994805194805195
adeB,Bacterial genome,BCEN2424_RS19310,0,1576.6,NC_008543,1026,0.991304347826087
adeB,Bacterial genome,BCEN2424_RS13045,0,1450.9,NC_008542,1032,0.997101449275362
adeB,Bacterial genome,BCEN2424_RS08440,0,1177.2,NC_008542,1030,0.995169082125604
adeB,Bacterial genome,BCEN2424_RS08035,0,1275.1,NC_008542,1025,0.990338164251208
tetA,Bacterial genome,BCEN2424_RS03775,7.3e-150,507,NC_008542,390,0.960591133004926
tetQ,Bacterial genome,BCEN2424_RS01715,1.5e-62,219.5,NC_008542,666,1.01369863013699
vanC,Bacterial genome,BCELL_RS13990,4.3e-71,247.4,NC_014829,349,0.997142857142857
tetQ,Bacterial genome,BCE33L_RS14910,4.2e-130,442.8,NC_006274,643,0.97869101978691
CAT,Bacterial genome,BCE33L_RS11815,2.8e-84,289.6,NC_006274,214,0.986175115207373
ANT6,Bacterial genome,BCE33L_RS09785,2.5e-83,287.1,NC_006274,279,0.96875
ClassB,Bacterial genome,BCE_RS16540,3.9e-79,273.5,NC_003909,256,0.96969696969697
tetQ,Bacterial genome,BCE_RS14820,3e-129,439.9,NC_003909,623,0.948249619482496
tetA,Bacterial genome,BCE_RS12210,2e-92,317.9,NC_003909,391,0.963054187192118
CAT,Bacterial genome,BCE_RS11925,2.6e-83,286.4,NC_003909,214,0.986175115207373
ANT6,Bacterial genome,BCE_RS10110,7.5e-83,285.5,NC_003909,279,0.96875
ClassB,Bacterial genome,BCB4264_RS16995,9.4e-79,272.3,NC_011725,255,0.965909090909091
tetQ,Bacterial genome,BCB4264_RS15010,5.2e-130,442.5,NC_011725,622,0.946727549467275
ClassA,Bacterial genome,BCB4264_RS12330,1.8e-102,350.2,NC_011725,269,0.914965986394558
tetA,Bacterial genome,BCB4264_RS11985,1.6e-92,318.2,NC_011725,392,0.96551724137931
CAT,Bacterial genome,BCB4264_RS11725,1.4e-80,277.4,NC_011725,214,0.986175115207373
ANT6,Bacterial genome,BCB4264_RS09670,1.4e-86,297.8,NC_011725,279,0.96875
tetQ,Bacterial genome,BCAV_RS19160,7.4e-94,323,NC_012669,598,0.910197869101979
adeB,Bacterial genome,BCAN_RS11635,0,1051.6,NC_010104,1027,0.992270531400966
adeB,Bacterial genome,BCAN_RS01395,0,1116.9,NC_010103,1025,0.990338164251208
ClassB,Bacterial genome,BCAH820_RS17265,1e-80,278.7,NC_011773,255,0.965909090909091
tetQ,Bacterial genome,BCAH820_RS15175,1e-130,444.8,NC_011773,643,0.97869101978691
ClassA,Bacterial genome,BCAH820_RS12660,4.8e-107,365.2,NC_011773,274,0.931972789115646
CAT,Bacterial genome,BCAH820_RS12185,6.7e-84,288.3,NC_011773,214,0.986175115207373
ANT6,Bacterial genome,BCAH820_RS10020,7e-82,282.4,NC_011773,279,0.96875
ClassB,Bacterial genome,BCAH187_RS16900,3.1e-81,280.4,NC_011658,255,0.965909090909091
tetQ,Bacterial genome,BCAH187_RS14955,1.3e-129,441.1,NC_011658,641,0.975646879756469
ClassA,Bacterial genome,BCAH187_RS12665,9.1e-107,364.3,NC_011658,274,0.931972789115646
ANT6,Bacterial genome,BCAH187_RS10070,1.2e-80,278.3,NC_011658,279,0.96875
ClassB,Bacterial genome,BCA_RS18040,7.1e-80,276,NC_012472,255,0.965909090909091
tetQ,Bacterial genome,BCA_RS16005,1.2e-109,375.2,NC_012472,598,0.910197869101979
ClassA,Bacterial genome,BCA_RS13505,9.8e-107,364.2,NC_012472,273,0.928571428571429
CAT,Bacterial genome,BCA_RS12965,4.3e-83,285.7,NC_012472,214,0.986175115207373
ANT6,Bacterial genome,BCA_RS10720,1.5e-84,291.1,NC_012472,279,0.96875
ClassB,Bacterial genome,BC3440_NA,3.3e-78,270.5,NC_004722,256,0.96969696969697
tetQ,Bacterial genome,BC3026_NA,1.2e-128,437.9,NC_004722,622,0.946727549467275
ClassA,Bacterial genome,BC2473_NA,2e-103,353.3,NC_004722,274,0.931972789115646
tetA,Bacterial genome,BC2402_NA,5e-91,313.3,NC_004722,391,0.963054187192118
ANT6,Bacterial genome,BC1959_NA,1.3e-85,294.7,NC_004722,279,0.96875
adeB,Bacterial genome,BC1002_RS27435,0,1034.9,NC_014118,1032,0.997101449275362
adeB,Bacterial genome,BC1002_RS26955,0,1233.3,NC_014118,1030,0.995169082125604
adeB,Bacterial genome,BC1002_RS21965,1.1e-299,1004.6,NC_014118,1035,1
adeB,Bacterial genome,BC1002_RS19390,0,1184.2,NC_014118,1042,1.00676328502415
ClassC,Bacterial genome,BC1002_RS19280,5.2e-159,536.8,NC_014118,372,0.966233766233766
adeB,Bacterial genome,BC1002_RS12580,0,1452.4,NC_014117,1031,0.996135265700483
ClassC,Bacterial genome,BC1001_RS28910,2.3e-156,528.1,NC_015137,373,0.968831168831169
ClassA,Bacterial genome,BC1001_RS22695,3.1e-97,333,NC_015137,269,0.914965986394558
adeB,Bacterial genome,BC1001_RS20560,6.2e-299,1002.1,NC_015137,1035,1
adeB,Bacterial genome,BC1001_RS18955,0,1401.5,NC_015137,1045,1.00966183574879
adeB,Bacterial genome,BC1001_RS14355,0,1474.5,NC_015136,1031,0.996135265700483
tetQ,Bacterial genome,BBR47_RS15045,1.2e-73,256.3,NC_012491,600,0.91324200913242
ANT6,Bacterial genome,BBR47_RS11845,1.9e-124,422.1,NC_012491,280,0.972222222222222
CAT,Bacterial genome,BBR47_RS07670,1.1e-79,274.6,NC_012491,215,0.990783410138249
ClassA,Bacterial genome,BBR47_RS06400,2.7e-101,346.3,NC_012491,278,0.945578231292517
vanC,Bacterial genome,BBR47_RS03335,2.1e-96,330.7,NC_012491,348,0.994285714285714
tetD,Bacterial genome,BB2000_RS12305,4.7e-124,422.1,NC_022000,383,0.972081218274112
tolC,Bacterial genome,BB2000_RS12065,1e-153,520.2,NC_022000,442,1.00683371298405
CAT,Bacterial genome,BB2000_RS08685,7.2e-34,124.8,NC_022000,199,0.91705069124424
vanC,Bacterial genome,BB2000_RS06155,2.1e-75,261.6,NC_022000,349,0.997142857142857
CAT,Bacterial genome,BB2000_RS03880,1.9e-85,293.4,NC_022000,208,0.95852534562212
adeB,Bacterial genome,BB2000_RS01425,0,1441.3,NC_022000,1038,1.00289855072464
adeB,Bacterial genome,BB2000_RS00220,0,1288.4,NC_022000,1033,0.998067632850242
tolC,Bacterial genome,BB_RS22420,2.8e-103,353.9,NC_002927,431,0.981776765375854
adeB,Bacterial genome,BB_RS16835,0,1394.6,NC_002927,1032,0.997101449275362
adeB,Bacterial genome,BB_RS12700,0,1469.7,NC_002927,1039,1.00386473429952
ClassA,Bacterial genome,BB_RS10300,4.2e-98,335.8,NC_002927,266,0.904761904761905
ANT3,Bacterial genome,BB_RS06075,1.4e-104,356.3,NC_002927,254,0.965779467680608
ClassA,Bacterial genome,BAXH7_RS10760,3.4e-101,346,NC_017191,275,0.935374149659864
ANT6,Bacterial genome,BAXH7_RS03285,7.8e-123,416.8,NC_017191,285,0.989583333333333
CAT,Bacterial genome,BATR1942_RS06095,1.3e-78,271,NC_014639,213,0.981566820276498
ClassB,Bacterial genome,BASU_RS06195,1.5e-67,235.5,NC_022081,242,0.916666666666667
ANT6,Bacterial genome,BASU_RS03925,1.1e-121,413,NC_022081,284,0.986111111111111
ClassB,Bacterial genome,BAS3245_NA,5e-80,276.5,NC_005945,255,0.965909090909091
tetQ,Bacterial genome,BAS2828_NA,5.3e-126,429.2,NC_005945,617,0.939117199391172
ClassA,Bacterial genome,BAS2328_NA,1.4e-107,367,NC_005945,269,0.914965986394558
CAT,Bacterial genome,BAS2245_NA,1e-83,287.7,NC_005945,214,0.986175115207373
ANT6,Bacterial genome,BAS1820_NA,1.3e-83,288.1,NC_005945,279,0.96875
ClassB,Bacterial genome,BANAU_RS05915,2.9e-68,237.9,NC_017061,242,0.916666666666667
ANT6,Bacterial genome,BANAU_RS03565,6.5e-122,413.7,NC_017061,284,0.986111111111111
ClassA,Bacterial genome,BAMTA208_RS10735,3.4e-101,346,NC_017188,275,0.935374149659864
ANT6,Bacterial genome,BAMTA208_RS03250,7.8e-123,416.8,NC_017188,285,0.989583333333333
ClassC,Bacterial genome,BAMMC406_RS29335,5.9e-150,507,NC_010557,375,0.974025974025974
adeB,Bacterial genome,BAMMC406_RS26220,3.7e-299,1002.9,NC_010552,1035,1
ClassA,Bacterial genome,BAMMC406_RS24470,4.6e-102,348.9,NC_010552,278,0.945578231292517
ClassA,Bacterial genome,BAMMC406_RS22545,3.8e-85,293.3,NC_010552,276,0.938775510204082
adeB,Bacterial genome,BAMMC406_RS12805,0,1447.2,NC_010551,1032,0.997101449275362
adeB,Bacterial genome,BAMMC406_RS07875,0,1271.4,NC_010551,1025,0.990338164251208
tetA,Bacterial genome,BAMMC406_RS03485,3.8e-146,494.8,NC_010551,388,0.955665024630542
tetQ,Bacterial genome,BAMMC406_RS01440,8.6e-63,220.4,NC_010551,666,1.01369863013699
ClassA,Bacterial genome,BAMF_RS27095,1.3e-101,347.4,NC_014551,275,0.935374149659864
ANT6,Bacterial genome,BAMF_RS23915,7.8e-123,416.8,NC_014551,285,0.989583333333333
ClassC,Bacterial genome,BAMB_RS30435,6.1e-151,510.2,NC_008392,375,0.974025974025974
adeB,Bacterial genome,BAMB_RS23525,1.1e-298,1001.3,NC_008391,1035,1
ClassA,Bacterial genome,BAMB_RS21825,7.8e-102,348.1,NC_008391,277,0.942176870748299
ClassA,Bacterial genome,BAMB_RS20210,7.2e-84,289.1,NC_008391,275,0.935374149659864
adeB,Bacterial genome,BAMB_RS13410,0,1447,NC_008390,1032,0.997101449275362
adeB,Bacterial genome,BAMB_RS07700,0,1273.3,NC_008390,1025,0.990338164251208
tetA,Bacterial genome,BAMB_RS03325,1.9e-145,492.5,NC_008390,383,0.943349753694581
CAT,Bacterial genome,BALI_RS14325,8.1e-78,268.5,NC_021362,214,0.986175115207373
ClassA,Bacterial genome,BALI_RS01470,1.4e-95,327.6,NC_021362,278,0.945578231292517
ANT6,Bacterial genome,BALI_RS01190,1.1e-97,334.3,NC_021362,278,0.965277777777778
ClassB,Bacterial genome,BACAU_RS06245,2e-67,235.2,NC_016784,242,0.916666666666667
ANT6,Bacterial genome,BACAU_RS03855,2.1e-120,408.8,NC_016784,283,0.982638888888889
adeB,Bacterial genome,BAB_RS17475,0,1125.7,NC_007618,1025,0.990338164251208
ClassB,Bacterial genome,BAA_RS17560,5e-80,276.5,NC_012659,255,0.965909090909091
tetQ,Bacterial genome,BAA_RS15445,5.3e-126,429.2,NC_012659,617,0.939117199391172
ClassA,Bacterial genome,BAA_RS12905,1.3e-107,367.1,NC_012659,274,0.931972789115646
CAT,Bacterial genome,BAA_RS12455,1e-83,287.7,NC_012659,214,0.986175115207373
ANT6,Bacterial genome,BAA_RS10305,1.3e-83,288.1,NC_012659,279,0.96875
ClassB,Bacterial genome,BA_3500,5e-80,276.5,NC_003997,255,0.965909090909091
tetQ,Bacterial genome,BA_3042,5.3e-126,429.2,NC_003997,617,0.939117199391172
ClassA,Bacterial genome,BA_2507,1.3e-107,367.1,NC_003997,274,0.931972789115646
CAT,Bacterial genome,BA_2409,1e-83,287.7,NC_003997,214,0.986175115207373
ANT6,Bacterial genome,BA_1960,1.3e-83,288.1,NC_003997,279,0.96875
ClassA,Bacterial genome,B938_RS06360,3.4e-100,342.7,NC_019842,265,0.901360544217687
ClassB,Bacterial genome,B938_RS06000,7.7e-67,233.2,NC_019842,242,0.916666666666667
tetA,Bacterial genome,B739_RS07910,4e-104,356.4,NC_018609,392,0.96551724137931
ClassA,Bacterial genome,B739_RS00160,5.1e-61,214.1,NC_018609,288,0.979591836734694
tetX,Bacterial genome,B739_RS00155,1.6e-251,841.5,NC_018609,377,0.947236180904523
tetX,Bacterial genome,B739_RS00130,7.6e-263,878.8,NC_018609,377,0.947236180904523
ClassC,Bacterial genome,b4150_NA,9.3e-186,624.8,NC_000913,375,0.974025974025974
