RefSoil ID,Taxon ID,Kingdom,Phylum,Organism,Contains.plasmid,length.phy,Source,NCBI.ID
RefSoil_914,571,Bacteria,Gammaproteobacteria,Klebsiella oxytoca,TRUE,193,plasmid3,NZ_CP008844.1
RefSoil_926,348824,Bacteria,Alphaproteobacteria,Rhizobium sp. LPU83,TRUE,124,plasmid3,NZ_HG916855.1
RefSoil_23,103690,Bacteria,Cyanobacteria,Nostoc sp. PCC 7120,TRUE,27,plasmid4,NC_003270.1
RefSoil_62,288681,Bacteria,Firmicutes,Bacillus cereus E33L,TRUE,206,plasmid4,NC_007106.1
RefSoil_90,272943,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides 2.4.1,TRUE,124,plasmid4,NC_007490.2
RefSoil_92,316273,Bacteria,Gammaproteobacteria,Xanthomonas campestris pv. vesicatoria str,TRUE,193,plasmid4,NC_007506.1
RefSoil_106,347834,Bacteria,Alphaproteobacteria,Rhizobium etli CFN 42,TRUE,124,plasmid4,NC_007765.1
RefSoil_137,216596,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. viciae 3841,TRUE,124,plasmid4,NC_008382.1
RefSoil_155,314724,Bacteria,Spirochaetes,Borrelia turicatae 91E135,TRUE,12,plasmid4,NZ_CP019365.1
RefSoil_159,365044,Bacteria,Betaproteobacteria,Polaromonas naphthalenivorans CJ2,TRUE,91,plasmid4,NC_008760.1
RefSoil_170,269482,Bacteria,Betaproteobacteria,Burkholderia vietnamiensis G4,TRUE,91,plasmid4,NC_009228.1
RefSoil_175,349102,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides ATCC 17025,TRUE,124,plasmid4,NC_009432.1
RefSoil_186,349163,Bacteria,Alphaproteobacteria,Acidiphilium cryptum JF-5,TRUE,124,plasmid4,NC_009470.1
RefSoil_195,272620,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae MG,TRUE,193,plasmid4,NC_009652.1
RefSoil_199,439375,Bacteria,Alphaproteobacteria,Ochrobactrum anthropi ATCC 49188,TRUE,124,plasmid4,NC_009672.1
RefSoil_224,315730,Bacteria,Firmicutes,Bacillus weihenstephanensis KBAB4,TRUE,206,plasmid4,NC_010183.1
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,plasmid4,NC_010517.1
RefSoil_253,63737,Bacteria,Cyanobacteria,Nostoc punctiforme PCC 73102,TRUE,27,plasmid4,NC_010632.1
RefSoil_259,465817,Bacteria,Gammaproteobacteria,Erwinia tasmaniensis Et1/99,TRUE,193,plasmid4,NC_010693.1
RefSoil_278,395492,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM2304,TRUE,124,plasmid4,NC_011371.1
RefSoil_279,405534,Bacteria,Firmicutes,Bacillus cereus AH187,TRUE,206,plasmid4,NC_011657.1
RefSoil_285,65393,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7424,TRUE,27,plasmid4,NC_011732.1
RefSoil_299,460265,Bacteria,Alphaproteobacteria,Methylobacterium nodulans ORS 2060,TRUE,124,plasmid4,NC_011895.1
RefSoil_305,311402,Bacteria,Alphaproteobacteria,Agrobacterium vitis S4,TRUE,124,plasmid4,NC_011981.1
RefSoil_310,634499,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae Ep1/96,TRUE,193,plasmid4,NC_013263.1
RefSoil_317,632772,Bacteria,Actinobacteria,Rhodococcus opacus B4,TRUE,117,plasmid4,NC_012520.1
RefSoil_327,626418,Bacteria,Betaproteobacteria,Burkholderia glumae BGR1,TRUE,91,plasmid4,NC_012725.2
RefSoil_334,395491,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1325,TRUE,124,plasmid4,NC_012852.1
RefSoil_351,395962,Bacteria,Cyanobacteria,Cyanothece sp. PCC 8802,TRUE,27,plasmid4,NC_013168.1
RefSoil_355,634452,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01,TRUE,124,plasmid4,NC_013213.1
RefSoil_368,543526,Archaea,Euryarchaeota,Haloterrigena turkmenica DSM 5511,TRUE,25,plasmid4,NC_013747.1
RefSoil_373,137722,Bacteria,Alphaproteobacteria,Azospirillum sp. B510,TRUE,124,plasmid4,NC_013858.1
RefSoil_384,309800,Archaea,Euryarchaeota,Haloferax volcanii DS2,TRUE,25,plasmid4,NC_013968.1
RefSoil_386,240292,Bacteria,Cyanobacteria,Anabaena variabilis ATCC 29413,TRUE,27,plasmid4,NC_014000.1
RefSoil_389,545693,Bacteria,Firmicutes,Bacillus megaterium QM B1551,TRUE,206,plasmid4,NC_004604.2
RefSoil_420,497965,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7822,TRUE,27,plasmid4,NC_014503.1
RefSoil_445,697329,Bacteria,Firmicutes,Ruminococcus albus 7,TRUE,206,plasmid4,NC_014827.1
RefSoil_460,693977,Bacteria,Deinococcus-Thermus,Deinococcus proteolyticus MRP,TRUE,6,plasmid4,NC_015163.1
RefSoil_467,999541,Bacteria,Betaproteobacteria,Burkholderia gladioli BSR3,TRUE,91,plasmid4,NC_015383.1
RefSoil_469,929506,Bacteria,Firmicutes,Clostridium botulinum BKT015925,TRUE,206,plasmid4,NC_015427.1
RefSoil_533,1064539,Bacteria,Alphaproteobacteria,Azospirillum brasilense Sp245,TRUE,124,plasmid4,NC_016596.1
RefSoil_535,862719,Bacteria,Alphaproteobacteria,Azospirillum lipoferum 4B,TRUE,124,plasmid4,NC_016587.1
RefSoil_541,334406,Bacteria,Firmicutes,Bacillus cereus NC7401,TRUE,206,plasmid4,NC_016774.1
RefSoil_548,1117943,Bacteria,Alphaproteobacteria,Sinorhizobium fredii HH103,TRUE,124,plasmid4,NC_016815.1
RefSoil_578,634453,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-03,TRUE,124,plasmid4,NC_017142.1
RefSoil_579,634459,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-12,TRUE,124,plasmid4,NC_017115.1
RefSoil_580,634457,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-32,TRUE,124,plasmid4,NC_017102.1
RefSoil_581,634454,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-07,TRUE,124,plasmid4,NC_017123.1
RefSoil_582,634455,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-22,TRUE,124,plasmid4,NC_017145.1
RefSoil_583,634456,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-26,TRUE,124,plasmid4,NC_017132.1
RefSoil_584,634458,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01-42C,TRUE,124,plasmid4,NC_017106.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid4,NC_017204.1
RefSoil_606,644651,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae DSM 12163,TRUE,193,plasmid4,NC_017389.1
RefSoil_607,215689,Bacteria,Gammaproteobacteria,Erwinia sp. Ejp617,TRUE,193,plasmid4,NC_017446.1
RefSoil_636,745776,Bacteria,Deinococcus-Thermus,Deinococcus gobiensis I-0,TRUE,6,plasmid4,NC_017792.1
RefSoil_663,1217984,Bacteria,Firmicutes,Bacillus cereus FRI-35,TRUE,206,plasmid4,NC_018494.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid4,NC_018488.1
RefSoil_665,1217737,Bacteria,Firmicutes,Bacillus thuringiensis HD-789,TRUE,206,plasmid4,NC_018517.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid4,NC_018687.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid4,NC_018884.1
RefSoil_710,179408,Bacteria,Cyanobacteria,Oscillatoria nigro-viridis PCC 7112,TRUE,27,plasmid4,NC_019764.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid4,NC_019761.1
RefSoil_712,1173026,Bacteria,Cyanobacteria,Gloeocapsa sp. PCC 7428,TRUE,27,plasmid4,NC_019747.1
RefSoil_713,111780,Bacteria,Cyanobacteria,Stanieria cyanosphaera PCC 7437,TRUE,27,plasmid4,NC_020052.1
RefSoil_719,1235461,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti GR4,TRUE,124,plasmid4,NC_019849.2
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid4,NC_020265.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid4,NC_020249.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid4,NC_020380.1
RefSoil_752,745310,Bacteria,Alphaproteobacteria,Sphingomonas sp. MM-1,TRUE,124,plasmid4,NC_020544.1
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,plasmid4,NC_021909.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid4,NC_021977.1
RefSoil_797,1367847,Bacteria,Alphaproteobacteria,Paracoccus aminophilus JCM 7686,TRUE,124,plasmid4,NC_022044.1
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,plasmid4,NC_022876.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid4,NZ_CP003953.1
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,plasmid4,NZ_CP003997.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid4,NZ_CP004877.1
RefSoil_860,1432050,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. IE4771,TRUE,124,plasmid4,NZ_CP006990.1
RefSoil_864,754523,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1689,TRUE,124,plasmid4,NZ_CP007049.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid4,NZ_CP007616.1
RefSoil_906,192,Bacteria,Alphaproteobacteria,Azospirillum brasilense,TRUE,124,plasmid4,NZ_CP007797.1
RefSoil_914,571,Bacteria,Gammaproteobacteria,Klebsiella oxytoca,TRUE,193,plasmid4,NZ_CP008845.1
RefSoil_23,103690,Bacteria,Cyanobacteria,Nostoc sp. PCC 7120,TRUE,27,plasmid5,NC_003267.1
RefSoil_62,288681,Bacteria,Firmicutes,Bacillus cereus E33L,TRUE,206,plasmid5,NC_007107.1
RefSoil_90,272943,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides 2.4.1,TRUE,124,plasmid5,NC_009008.1
RefSoil_106,347834,Bacteria,Alphaproteobacteria,Rhizobium etli CFN 42,TRUE,124,plasmid5,NC_007766.1
RefSoil_137,216596,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. viciae 3841,TRUE,124,plasmid5,NC_008383.1
RefSoil_155,314724,Bacteria,Spirochaetes,Borrelia turicatae 91E135,TRUE,12,plasmid5,NZ_CP019366.1
RefSoil_159,365044,Bacteria,Betaproteobacteria,Polaromonas naphthalenivorans CJ2,TRUE,91,plasmid5,NC_008761.1
RefSoil_170,269482,Bacteria,Betaproteobacteria,Burkholderia vietnamiensis G4,TRUE,91,plasmid5,NC_009226.1
RefSoil_175,349102,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides ATCC 17025,TRUE,124,plasmid5,NC_009433.1
RefSoil_186,349163,Bacteria,Alphaproteobacteria,Acidiphilium cryptum JF-5,TRUE,124,plasmid5,NC_009471.1
RefSoil_195,272620,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae MG,TRUE,193,plasmid5,NC_009653.1
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,plasmid5,NC_010518.1
RefSoil_253,63737,Bacteria,Cyanobacteria,Nostoc punctiforme PCC 73102,TRUE,27,plasmid5,NC_010633.1
RefSoil_259,465817,Bacteria,Gammaproteobacteria,Erwinia tasmaniensis Et1/99,TRUE,193,plasmid5,NC_010697.1
RefSoil_285,65393,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7424,TRUE,27,plasmid5,NC_011733.1
RefSoil_299,460265,Bacteria,Alphaproteobacteria,Methylobacterium nodulans ORS 2060,TRUE,124,plasmid5,NC_011888.1
RefSoil_305,311402,Bacteria,Alphaproteobacteria,Agrobacterium vitis S4,TRUE,124,plasmid5,NC_011982.1
RefSoil_317,632772,Bacteria,Actinobacteria,Rhodococcus opacus B4,TRUE,117,plasmid5,NC_012521.1
RefSoil_334,395491,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1325,TRUE,124,plasmid5,NC_012854.1
RefSoil_355,634452,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01,TRUE,124,plasmid5,NC_013214.1
RefSoil_368,543526,Archaea,Euryarchaeota,Haloterrigena turkmenica DSM 5511,TRUE,25,plasmid5,NC_013748.1
RefSoil_373,137722,Bacteria,Alphaproteobacteria,Azospirillum sp. B510,TRUE,124,plasmid5,NC_013859.1
RefSoil_389,545693,Bacteria,Firmicutes,Bacillus megaterium QM B1551,TRUE,206,plasmid5,NC_014025.1
RefSoil_420,497965,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7822,TRUE,27,plasmid5,NC_014504.1
RefSoil_469,929506,Bacteria,Firmicutes,Clostridium botulinum BKT015925,TRUE,206,plasmid5,NC_015419.1
RefSoil_533,1064539,Bacteria,Alphaproteobacteria,Azospirillum brasilense Sp245,TRUE,124,plasmid5,NC_016619.1
RefSoil_535,862719,Bacteria,Alphaproteobacteria,Azospirillum lipoferum 4B,TRUE,124,plasmid5,NC_016624.1
RefSoil_541,334406,Bacteria,Firmicutes,Bacillus cereus NC7401,TRUE,206,plasmid5,NC_016792.1
RefSoil_578,634453,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-03,TRUE,124,plasmid5,NC_017120.1
RefSoil_579,634459,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-12,TRUE,124,plasmid5,NC_017116.1
RefSoil_580,634457,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-32,TRUE,124,plasmid5,NC_017103.1
RefSoil_581,634454,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-07,TRUE,124,plasmid5,NC_017144.1
RefSoil_582,634455,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-22,TRUE,124,plasmid5,NC_017128.1
RefSoil_583,634456,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-26,TRUE,124,plasmid5,NC_017148.1
RefSoil_584,634458,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01-42C,TRUE,124,plasmid5,NC_017107.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid5,NC_017210.1
RefSoil_607,215689,Bacteria,Gammaproteobacteria,Erwinia sp. Ejp617,TRUE,193,plasmid5,NC_017447.1
RefSoil_636,745776,Bacteria,Deinococcus-Thermus,Deinococcus gobiensis I-0,TRUE,6,plasmid5,NC_017806.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid5,NC_018502.1
RefSoil_665,1217737,Bacteria,Firmicutes,Bacillus thuringiensis HD-789,TRUE,206,plasmid5,NC_018511.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid5,NC_018688.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid5,NC_018883.1
RefSoil_710,179408,Bacteria,Cyanobacteria,Oscillatoria nigro-viridis PCC 7112,TRUE,27,plasmid5,NC_019732.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid5,NC_019741.1
RefSoil_713,111780,Bacteria,Cyanobacteria,Stanieria cyanosphaera PCC 7437,TRUE,27,plasmid5,NC_019766.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid5,NC_020266.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid5,NC_020239.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid5,NC_020394.1
RefSoil_752,745310,Bacteria,Alphaproteobacteria,Sphingomonas sp. MM-1,TRUE,124,plasmid5,NC_020563.2
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,plasmid5,NC_021910.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid5,NC_021993.1
RefSoil_797,1367847,Bacteria,Alphaproteobacteria,Paracoccus aminophilus JCM 7686,TRUE,124,plasmid5,NC_022050.1
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,plasmid5,NC_022877.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid5,NZ_CP003954.1
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,plasmid5,NZ_CP003998.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid5,NZ_CP004871.1
RefSoil_860,1432050,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. IE4771,TRUE,124,plasmid5,NZ_CP006991.1
RefSoil_864,754523,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1689,TRUE,124,plasmid5,NZ_CP007050.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid5,NZ_CP007613.1
RefSoil_906,192,Bacteria,Alphaproteobacteria,Azospirillum brasilense,TRUE,124,plasmid5,NZ_CP007798.1
RefSoil_23,103690,Bacteria,Cyanobacteria,Nostoc sp. PCC 7120,TRUE,27,plasmid6,NC_003241.1
RefSoil_106,347834,Bacteria,Alphaproteobacteria,Rhizobium etli CFN 42,TRUE,124,plasmid6,NC_004041.2
RefSoil_137,216596,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. viciae 3841,TRUE,124,plasmid6,NC_008379.1
RefSoil_155,314724,Bacteria,Spirochaetes,Borrelia turicatae 91E135,TRUE,12,plasmid6,NZ_CP019367.1
RefSoil_159,365044,Bacteria,Betaproteobacteria,Polaromonas naphthalenivorans CJ2,TRUE,91,plasmid6,NC_008762.1
RefSoil_186,349163,Bacteria,Alphaproteobacteria,Acidiphilium cryptum JF-5,TRUE,124,plasmid6,NC_009472.1
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,plasmid6,NC_010502.1
RefSoil_285,65393,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7424,TRUE,27,plasmid6,NC_011734.1
RefSoil_299,460265,Bacteria,Alphaproteobacteria,Methylobacterium nodulans ORS 2060,TRUE,124,plasmid6,NC_011889.1
RefSoil_355,634452,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01,TRUE,124,plasmid6,NC_013215.1
RefSoil_368,543526,Archaea,Euryarchaeota,Haloterrigena turkmenica DSM 5511,TRUE,25,plasmid6,NC_013749.1
RefSoil_373,137722,Bacteria,Alphaproteobacteria,Azospirillum sp. B510,TRUE,124,plasmid6,NC_013860.1
RefSoil_389,545693,Bacteria,Firmicutes,Bacillus megaterium QM B1551,TRUE,206,plasmid6,NC_014031.1
RefSoil_420,497965,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7822,TRUE,27,plasmid6,NC_014535.1
RefSoil_533,1064539,Bacteria,Alphaproteobacteria,Azospirillum brasilense Sp245,TRUE,124,plasmid6,NC_016597.1
RefSoil_535,862719,Bacteria,Alphaproteobacteria,Azospirillum lipoferum 4B,TRUE,124,plasmid6,NC_016588.1
RefSoil_578,634453,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-03,TRUE,124,plasmid6,NC_017109.1
RefSoil_579,634459,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-12,TRUE,124,plasmid6,NC_017137.1
RefSoil_580,634457,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-32,TRUE,124,plasmid6,NC_017112.1
RefSoil_581,634454,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-07,TRUE,124,plasmid6,NC_017124.1
RefSoil_582,634455,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-22,TRUE,124,plasmid6,NC_017129.1
RefSoil_583,634456,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-26,TRUE,124,plasmid6,NC_017133.1
RefSoil_584,634458,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01-42C,TRUE,124,plasmid6,NC_017152.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid6,NC_017205.1
RefSoil_636,745776,Bacteria,Deinococcus-Thermus,Deinococcus gobiensis I-0,TRUE,6,plasmid6,NC_017793.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid6,NC_018489.1
RefSoil_665,1217737,Bacteria,Firmicutes,Bacillus thuringiensis HD-789,TRUE,206,plasmid6,NC_018512.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid6,NC_018689.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid6,NC_018879.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid6,NC_019742.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid6,NC_020267.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid6,NC_020241.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid6,NC_020384.1
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,plasmid6,NC_021911.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid6,NC_021978.1
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,plasmid6,NC_022882.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid6,NZ_CP003955.1
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,plasmid6,NZ_CP004000.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid6,NZ_CP004872.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid6,NZ_CP007609.1
RefSoil_155,314724,Bacteria,Spirochaetes,Borrelia turicatae 91E135,TRUE,12,plasmid7,NZ_CP019368.1
RefSoil_159,365044,Bacteria,Betaproteobacteria,Polaromonas naphthalenivorans CJ2,TRUE,91,plasmid7,NC_008763.1
RefSoil_186,349163,Bacteria,Alphaproteobacteria,Acidiphilium cryptum JF-5,TRUE,124,plasmid7,NC_009473.1
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,plasmid7,NC_010504.1
RefSoil_299,460265,Bacteria,Alphaproteobacteria,Methylobacterium nodulans ORS 2060,TRUE,124,plasmid7,NC_011890.1
RefSoil_389,545693,Bacteria,Firmicutes,Bacillus megaterium QM B1551,TRUE,206,plasmid7,NC_014023.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid7,NC_017211.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid7,NC_018503.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid7,NC_018694.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid7,NC_018882.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid7,NC_019762.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid7,NC_020268.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid7,NC_020242.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid7,NC_020385.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid7,NC_021979.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid7,NZ_CP003956.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid7,NZ_CP004873.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid7,NZ_CP007610.1
RefSoil_155,314724,Bacteria,Spirochaetes,Borrelia turicatae 91E135,TRUE,12,plasmid8,NZ_CP019369.1
RefSoil_159,365044,Bacteria,Betaproteobacteria,Polaromonas naphthalenivorans CJ2,TRUE,91,plasmid8,NC_008764.1
RefSoil_186,349163,Bacteria,Alphaproteobacteria,Acidiphilium cryptum JF-5,TRUE,124,plasmid8,NC_009474.1
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,plasmid8,NC_010507.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid8,NC_017206.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid8,NC_018490.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid8,NC_018881.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid8,NC_019743.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid8,NC_020269.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid8,NC_020381.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid8,NZ_CP003957.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid8,NZ_CP004874.1
